"state","residence_state_code","mmwr_week","mmwr_week_code","year","week","week_end_date","icd_subchapter","icd_subchapter_code","deaths"
"Missouri","29","2020 Week 27 ending July 04, 2020","2020/27",2020,27,2020-07-04,"Renal failure","N17-N19",40
"Missouri","29","2020 Week 28 ending July 11, 2020","2020/28",2020,28,2020-07-11,"Renal failure","N17-N19",53
"Missouri","29","2020 Week 29 ending July 18, 2020","2020/29",2020,29,2020-07-18,"Renal failure","N17-N19",46
"Missouri","29","2020 Week 30 ending July 25, 2020","2020/30",2020,30,2020-07-25,"Renal failure","N17-N19",48
"Missouri","29","2020 Week 31 ending August 01, 2020","2020/31",2020,31,2020-08-01,"Renal failure","N17-N19",50
"Missouri","29","2020 Week 32 ending August 08, 2020","2020/32",2020,32,2020-08-08,"Renal failure","N17-N19",55
"Missouri","29","2020 Week 33 ending August 15, 2020","2020/33",2020,33,2020-08-15,"Renal failure","N17-N19",48
"Missouri","29","2020 Week 34 ending August 22, 2020","2020/34",2020,34,2020-08-22,"Renal failure","N17-N19",52
"Missouri","29","2020 Week 35 ending August 29, 2020","2020/35",2020,35,2020-08-29,"Renal failure","N17-N19",49
"Missouri","29","2020 Week 36 ending September 05, 2020","2020/36",2020,36,2020-09-05,"Renal failure","N17-N19",60
"Missouri","29","2020 Week 37 ending September 12, 2020","2020/37",2020,37,2020-09-12,"Renal failure","N17-N19",52
"Missouri","29","2020 Week 38 ending September 19, 2020","2020/38",2020,38,2020-09-19,"Renal failure","N17-N19",56
"Missouri","29","2020 Week 39 ending September 26, 2020","2020/39",2020,39,2020-09-26,"Renal failure","N17-N19",49
"Missouri","29","2020 Week 40 ending October 03, 2020","2020/40",2020,40,2020-10-03,"Renal failure","N17-N19",62
"Missouri","29","2020 Week 41 ending October 10, 2020","2020/41",2020,41,2020-10-10,"Renal failure","N17-N19",62
"Missouri","29","2020 Week 42 ending October 17, 2020","2020/42",2020,42,2020-10-17,"Renal failure","N17-N19",41
"Missouri","29","2020 Week 43 ending October 24, 2020","2020/43",2020,43,2020-10-24,"Renal failure","N17-N19",69
"Missouri","29","2020 Week 44 ending October 31, 2020","2020/44",2020,44,2020-10-31,"Renal failure","N17-N19",62
"Missouri","29","2020 Week 45 ending November 07, 2020","2020/45",2020,45,2020-11-07,"Renal failure","N17-N19",64
"Missouri","29","2020 Week 46 ending November 14, 2020","2020/46",2020,46,2020-11-14,"Renal failure","N17-N19",60
"Missouri","29","2020 Week 47 ending November 21, 2020","2020/47",2020,47,2020-11-21,"Renal failure","N17-N19",85
"Missouri","29","2020 Week 48 ending November 28, 2020","2020/48",2020,48,2020-11-28,"Renal failure","N17-N19",72
"Missouri","29","2020 Week 49 ending December 05, 2020","2020/49",2020,49,2020-12-05,"Renal failure","N17-N19",71
"Missouri","29","2020 Week 50 ending December 12, 2020","2020/50",2020,50,2020-12-12,"Renal failure","N17-N19",72
"Missouri","29","2020 Week 51 ending December 19, 2020","2020/51",2020,51,2020-12-19,"Renal failure","N17-N19",56
"Missouri","29","2020 Week 52 ending December 26, 2020","2020/52",2020,52,2020-12-26,"Renal failure","N17-N19",71
"Missouri","29","2020 Week 53 ending January 02, 2021","2020/53",2020,53,2021-01-02,"Renal failure","N17-N19",62
"Missouri","29","2021 Week 01 ending January 09, 2021","2021/01",2021,1,2021-01-09,"Renal failure","N17-N19",50
"Missouri","29","2021 Week 02 ending January 16, 2021","2021/02",2021,2,2021-01-16,"Renal failure","N17-N19",59
"Missouri","29","2021 Week 03 ending January 23, 2021","2021/03",2021,3,2021-01-23,"Renal failure","N17-N19",72
"Missouri","29","2021 Week 04 ending January 30, 2021","2021/04",2021,4,2021-01-30,"Renal failure","N17-N19",65
"Missouri","29","2021 Week 05 ending February 06, 2021","2021/05",2021,5,2021-02-06,"Renal failure","N17-N19",63
"Missouri","29","2021 Week 06 ending February 13, 2021","2021/06",2021,6,2021-02-13,"Renal failure","N17-N19",53
"Missouri","29","2021 Week 07 ending February 20, 2021","2021/07",2021,7,2021-02-20,"Renal failure","N17-N19",62
"Missouri","29","2021 Week 08 ending February 27, 2021","2021/08",2021,8,2021-02-27,"Renal failure","N17-N19",35
"Missouri","29","2021 Week 09 ending March 06, 2021","2021/09",2021,9,2021-03-06,"Renal failure","N17-N19",44
"Missouri","29","2021 Week 10 ending March 13, 2021","2021/10",2021,10,2021-03-13,"Renal failure","N17-N19",34
"Missouri","29","2021 Week 11 ending March 20, 2021","2021/11",2021,11,2021-03-20,"Renal failure","N17-N19",43
"Missouri","29","2021 Week 12 ending March 27, 2021","2021/12",2021,12,2021-03-27,"Renal failure","N17-N19",52
"Missouri","29","2021 Week 13 ending April 03, 2021","2021/13",2021,13,2021-04-03,"Renal failure","N17-N19",52
"Missouri","29","2021 Week 14 ending April 10, 2021","2021/14",2021,14,2021-04-10,"Renal failure","N17-N19",56
"Missouri","29","2021 Week 15 ending April 17, 2021","2021/15",2021,15,2021-04-17,"Renal failure","N17-N19",57
"Missouri","29","2021 Week 16 ending April 24, 2021","2021/16",2021,16,2021-04-24,"Renal failure","N17-N19",53
"Missouri","29","2021 Week 17 ending May 01, 2021","2021/17",2021,17,2021-05-01,"Renal failure","N17-N19",58
"Missouri","29","2021 Week 18 ending May 08, 2021","2021/18",2021,18,2021-05-08,"Renal failure","N17-N19",45
"Missouri","29","2021 Week 19 ending May 15, 2021","2021/19",2021,19,2021-05-15,"Renal failure","N17-N19",54
"Missouri","29","2021 Week 20 ending May 22, 2021","2021/20",2021,20,2021-05-22,"Renal failure","N17-N19",37
"Missouri","29","2021 Week 21 ending May 29, 2021","2021/21",2021,21,2021-05-29,"Renal failure","N17-N19",61
"Missouri","29","2021 Week 22 ending June 05, 2021","2021/22",2021,22,2021-06-05,"Renal failure","N17-N19",45
"Missouri","29","2021 Week 23 ending June 12, 2021","2021/23",2021,23,2021-06-12,"Renal failure","N17-N19",50
"Missouri","29","2021 Week 24 ending June 19, 2021","2021/24",2021,24,2021-06-19,"Renal failure","N17-N19",59
"Missouri","29","2021 Week 25 ending June 26, 2021","2021/25",2021,25,2021-06-26,"Renal failure","N17-N19",45
"Missouri","29","2021 Week 26 ending July 03, 2021","2021/26",2021,26,2021-07-03,"Renal failure","N17-N19",51
"Missouri","29","2021 Week 27 ending July 10, 2021","2021/27",2021,27,2021-07-10,"Renal failure","N17-N19",45
"Missouri","29","2021 Week 28 ending July 17, 2021","2021/28",2021,28,2021-07-17,"Renal failure","N17-N19",56
"Missouri","29","2021 Week 29 ending July 24, 2021","2021/29",2021,29,2021-07-24,"Renal failure","N17-N19",61
"Missouri","29","2021 Week 30 ending July 31, 2021","2021/30",2021,30,2021-07-31,"Renal failure","N17-N19",58
"Missouri","29","2021 Week 31 ending August 07, 2021","2021/31",2021,31,2021-08-07,"Renal failure","N17-N19",52
"Missouri","29","2021 Week 32 ending August 14, 2021","2021/32",2021,32,2021-08-14,"Renal failure","N17-N19",46
"Missouri","29","2021 Week 33 ending August 21, 2021","2021/33",2021,33,2021-08-21,"Renal failure","N17-N19",56
"Missouri","29","2021 Week 34 ending August 28, 2021","2021/34",2021,34,2021-08-28,"Renal failure","N17-N19",61
"Missouri","29","2021 Week 35 ending September 04, 2021","2021/35",2021,35,2021-09-04,"Renal failure","N17-N19",58
"Missouri","29","2021 Week 36 ending September 11, 2021","2021/36",2021,36,2021-09-11,"Renal failure","N17-N19",46
"Missouri","29","2021 Week 37 ending September 18, 2021","2021/37",2021,37,2021-09-18,"Renal failure","N17-N19",64
"Missouri","29","2021 Week 38 ending September 25, 2021","2021/38",2021,38,2021-09-25,"Renal failure","N17-N19",70
"Missouri","29","2021 Week 39 ending October 02, 2021","2021/39",2021,39,2021-10-02,"Renal failure","N17-N19",62
"Missouri","29","2021 Week 40 ending October 09, 2021","2021/40",2021,40,2021-10-09,"Renal failure","N17-N19",53
"Missouri","29","2021 Week 41 ending October 16, 2021","2021/41",2021,41,2021-10-16,"Renal failure","N17-N19",67
"Missouri","29","2021 Week 42 ending October 23, 2021","2021/42",2021,42,2021-10-23,"Renal failure","N17-N19",53
"Missouri","29","2021 Week 43 ending October 30, 2021","2021/43",2021,43,2021-10-30,"Renal failure","N17-N19",63
"Missouri","29","2021 Week 44 ending November 06, 2021","2021/44",2021,44,2021-11-06,"Renal failure","N17-N19",56
"Missouri","29","2021 Week 45 ending November 13, 2021","2021/45",2021,45,2021-11-13,"Renal failure","N17-N19",54
"Missouri","29","2021 Week 46 ending November 20, 2021","2021/46",2021,46,2021-11-20,"Renal failure","N17-N19",57
"Missouri","29","2021 Week 47 ending November 27, 2021","2021/47",2021,47,2021-11-27,"Renal failure","N17-N19",46
"Missouri","29","2021 Week 48 ending December 04, 2021","2021/48",2021,48,2021-12-04,"Renal failure","N17-N19",67
"Missouri","29","2021 Week 49 ending December 11, 2021","2021/49",2021,49,2021-12-11,"Renal failure","N17-N19",51
"Missouri","29","2021 Week 50 ending December 18, 2021","2021/50",2021,50,2021-12-18,"Renal failure","N17-N19",59
"Missouri","29","2021 Week 51 ending December 25, 2021","2021/51",2021,51,2021-12-25,"Renal failure","N17-N19",62
"Missouri","29","2021 Week 52 ending January 01, 2022","2021/52",2021,52,2022-01-01,"Renal failure","N17-N19",58
"Nebraska","31","2018 Week 01 ending January 06, 2018","2018/01",2018,1,2018-01-06,"Renal failure","N17-N19",16
"Nebraska","31","2018 Week 02 ending January 13, 2018","2018/02",2018,2,2018-01-13,"Renal failure","N17-N19",16
"Nebraska","31","2018 Week 03 ending January 20, 2018","2018/03",2018,3,2018-01-20,"Renal failure","N17-N19",19
"Nebraska","31","2018 Week 04 ending January 27, 2018","2018/04",2018,4,2018-01-27,"Renal failure","N17-N19",18
"Nebraska","31","2018 Week 05 ending February 03, 2018","2018/05",2018,5,2018-02-03,"Renal failure","N17-N19",17
"Nebraska","31","2018 Week 06 ending February 10, 2018","2018/06",2018,6,2018-02-10,"Renal failure","N17-N19",14
"Nebraska","31","2018 Week 07 ending February 17, 2018","2018/07",2018,7,2018-02-17,"Renal failure","N17-N19",16
"Nebraska","31","2018 Week 08 ending February 24, 2018","2018/08",2018,8,2018-02-24,"Renal failure","N17-N19",12
"Nebraska","31","2018 Week 09 ending March 03, 2018","2018/09",2018,9,2018-03-03,"Renal failure","N17-N19",19
"Nebraska","31","2018 Week 10 ending March 10, 2018","2018/10",2018,10,2018-03-10,"Renal failure","N17-N19",17
"Nebraska","31","2018 Week 11 ending March 17, 2018","2018/11",2018,11,2018-03-17,"Renal failure","N17-N19",21
"Nebraska","31","2018 Week 12 ending March 24, 2018","2018/12",2018,12,2018-03-24,"Renal failure","N17-N19",13
"Nebraska","31","2018 Week 13 ending March 31, 2018","2018/13",2018,13,2018-03-31,"Renal failure","N17-N19",21
"Nebraska","31","2018 Week 14 ending April 07, 2018","2018/14",2018,14,2018-04-07,"Renal failure","N17-N19",21
"Nebraska","31","2018 Week 15 ending April 14, 2018","2018/15",2018,15,2018-04-14,"Renal failure","N17-N19",16
"Nebraska","31","2018 Week 16 ending April 21, 2018","2018/16",2018,16,2018-04-21,"Renal failure","N17-N19",13
"Nebraska","31","2018 Week 17 ending April 28, 2018","2018/17",2018,17,2018-04-28,"Renal failure","N17-N19",10
"Nebraska","31","2018 Week 18 ending May 05, 2018","2018/18",2018,18,2018-05-05,"Renal failure","N17-N19",17
"Nebraska","31","2018 Week 19 ending May 12, 2018","2018/19",2018,19,2018-05-12,"Renal failure","N17-N19",17
"Nebraska","31","2018 Week 20 ending May 19, 2018","2018/20",2018,20,2018-05-19,"Renal failure","N17-N19",10
"Nebraska","31","2018 Week 22 ending June 02, 2018","2018/22",2018,22,2018-06-02,"Renal failure","N17-N19",17
"Nebraska","31","2018 Week 24 ending June 16, 2018","2018/24",2018,24,2018-06-16,"Renal failure","N17-N19",10
"Nebraska","31","2018 Week 25 ending June 23, 2018","2018/25",2018,25,2018-06-23,"Renal failure","N17-N19",15
"Nebraska","31","2018 Week 26 ending June 30, 2018","2018/26",2018,26,2018-06-30,"Renal failure","N17-N19",12
"Nebraska","31","2018 Week 27 ending July 07, 2018","2018/27",2018,27,2018-07-07,"Renal failure","N17-N19",17
"Nebraska","31","2018 Week 29 ending July 21, 2018","2018/29",2018,29,2018-07-21,"Renal failure","N17-N19",11
"Nebraska","31","2018 Week 30 ending July 28, 2018","2018/30",2018,30,2018-07-28,"Renal failure","N17-N19",20
"Nebraska","31","2018 Week 31 ending August 04, 2018","2018/31",2018,31,2018-08-04,"Renal failure","N17-N19",22
"Nebraska","31","2018 Week 32 ending August 11, 2018","2018/32",2018,32,2018-08-11,"Renal failure","N17-N19",18
"Nebraska","31","2018 Week 33 ending August 18, 2018","2018/33",2018,33,2018-08-18,"Renal failure","N17-N19",10
"Nebraska","31","2018 Week 34 ending August 25, 2018","2018/34",2018,34,2018-08-25,"Renal failure","N17-N19",14
"Nebraska","31","2018 Week 35 ending September 01, 2018","2018/35",2018,35,2018-09-01,"Renal failure","N17-N19",16
"Nebraska","31","2018 Week 36 ending September 08, 2018","2018/36",2018,36,2018-09-08,"Renal failure","N17-N19",12
"Nebraska","31","2018 Week 37 ending September 15, 2018","2018/37",2018,37,2018-09-15,"Renal failure","N17-N19",11
"Nebraska","31","2018 Week 38 ending September 22, 2018","2018/38",2018,38,2018-09-22,"Renal failure","N17-N19",15
"Nebraska","31","2018 Week 39 ending September 29, 2018","2018/39",2018,39,2018-09-29,"Renal failure","N17-N19",13
"Nebraska","31","2018 Week 40 ending October 06, 2018","2018/40",2018,40,2018-10-06,"Renal failure","N17-N19",16
"Nebraska","31","2018 Week 41 ending October 13, 2018","2018/41",2018,41,2018-10-13,"Renal failure","N17-N19",19
"Nebraska","31","2018 Week 42 ending October 20, 2018","2018/42",2018,42,2018-10-20,"Renal failure","N17-N19",16
"Nebraska","31","2018 Week 43 ending October 27, 2018","2018/43",2018,43,2018-10-27,"Renal failure","N17-N19",17
"Nebraska","31","2018 Week 44 ending November 03, 2018","2018/44",2018,44,2018-11-03,"Renal failure","N17-N19",17
"Nebraska","31","2018 Week 45 ending November 10, 2018","2018/45",2018,45,2018-11-10,"Renal failure","N17-N19",14
"Nebraska","31","2018 Week 46 ending November 17, 2018","2018/46",2018,46,2018-11-17,"Renal failure","N17-N19",17
"Nebraska","31","2018 Week 47 ending November 24, 2018","2018/47",2018,47,2018-11-24,"Renal failure","N17-N19",11
"Nebraska","31","2018 Week 48 ending December 01, 2018","2018/48",2018,48,2018-12-01,"Renal failure","N17-N19",12
"Nebraska","31","2018 Week 49 ending December 08, 2018","2018/49",2018,49,2018-12-08,"Renal failure","N17-N19",13
"Nebraska","31","2018 Week 51 ending December 22, 2018","2018/51",2018,51,2018-12-22,"Renal failure","N17-N19",13
"Nebraska","31","2018 Week 52 ending December 29, 2018","2018/52",2018,52,2018-12-29,"Renal failure","N17-N19",10
"Nebraska","31","2019 Week 01 ending January 05, 2019","2019/01",2019,1,2019-01-05,"Renal failure","N17-N19",15
"Nebraska","31","2019 Week 02 ending January 12, 2019","2019/02",2019,2,2019-01-12,"Renal failure","N17-N19",23
"Nebraska","31","2019 Week 03 ending January 19, 2019","2019/03",2019,3,2019-01-19,"Renal failure","N17-N19",12
"Nebraska","31","2019 Week 04 ending January 26, 2019","2019/04",2019,4,2019-01-26,"Renal failure","N17-N19",22
"Nebraska","31","2019 Week 05 ending February 02, 2019","2019/05",2019,5,2019-02-02,"Renal failure","N17-N19",19
"Nebraska","31","2019 Week 06 ending February 09, 2019","2019/06",2019,6,2019-02-09,"Renal failure","N17-N19",16
"Nebraska","31","2019 Week 07 ending February 16, 2019","2019/07",2019,7,2019-02-16,"Renal failure","N17-N19",11
"Nebraska","31","2019 Week 08 ending February 23, 2019","2019/08",2019,8,2019-02-23,"Renal failure","N17-N19",21
"Nebraska","31","2019 Week 09 ending March 02, 2019","2019/09",2019,9,2019-03-02,"Renal failure","N17-N19",18
"Nebraska","31","2019 Week 10 ending March 09, 2019","2019/10",2019,10,2019-03-09,"Renal failure","N17-N19",16
"Nebraska","31","2019 Week 12 ending March 23, 2019","2019/12",2019,12,2019-03-23,"Renal failure","N17-N19",24
"Nebraska","31","2019 Week 13 ending March 30, 2019","2019/13",2019,13,2019-03-30,"Renal failure","N17-N19",21
"Nebraska","31","2019 Week 14 ending April 06, 2019","2019/14",2019,14,2019-04-06,"Renal failure","N17-N19",18
"Nebraska","31","2019 Week 15 ending April 13, 2019","2019/15",2019,15,2019-04-13,"Renal failure","N17-N19",20
"Nebraska","31","2019 Week 16 ending April 20, 2019","2019/16",2019,16,2019-04-20,"Renal failure","N17-N19",21
"Nebraska","31","2019 Week 17 ending April 27, 2019","2019/17",2019,17,2019-04-27,"Renal failure","N17-N19",18
"Nebraska","31","2019 Week 18 ending May 04, 2019","2019/18",2019,18,2019-05-04,"Renal failure","N17-N19",17
"Nebraska","31","2019 Week 19 ending May 11, 2019","2019/19",2019,19,2019-05-11,"Renal failure","N17-N19",23
"Nebraska","31","2019 Week 20 ending May 18, 2019","2019/20",2019,20,2019-05-18,"Renal failure","N17-N19",18
"Nebraska","31","2019 Week 21 ending May 25, 2019","2019/21",2019,21,2019-05-25,"Renal failure","N17-N19",18
"Nebraska","31","2019 Week 22 ending June 01, 2019","2019/22",2019,22,2019-06-01,"Renal failure","N17-N19",16
"Nebraska","31","2019 Week 23 ending June 08, 2019","2019/23",2019,23,2019-06-08,"Renal failure","N17-N19",20
"Nebraska","31","2019 Week 24 ending June 15, 2019","2019/24",2019,24,2019-06-15,"Renal failure","N17-N19",14
"Nebraska","31","2019 Week 25 ending June 22, 2019","2019/25",2019,25,2019-06-22,"Renal failure","N17-N19",15
"Nebraska","31","2019 Week 26 ending June 29, 2019","2019/26",2019,26,2019-06-29,"Renal failure","N17-N19",10
"Nebraska","31","2019 Week 27 ending July 06, 2019","2019/27",2019,27,2019-07-06,"Renal failure","N17-N19",13
"Nebraska","31","2019 Week 28 ending July 13, 2019","2019/28",2019,28,2019-07-13,"Renal failure","N17-N19",12
"Nebraska","31","2019 Week 29 ending July 20, 2019","2019/29",2019,29,2019-07-20,"Renal failure","N17-N19",19
"Nebraska","31","2019 Week 30 ending July 27, 2019","2019/30",2019,30,2019-07-27,"Renal failure","N17-N19",21
"Nebraska","31","2019 Week 31 ending August 03, 2019","2019/31",2019,31,2019-08-03,"Renal failure","N17-N19",18
"Nebraska","31","2019 Week 32 ending August 10, 2019","2019/32",2019,32,2019-08-10,"Renal failure","N17-N19",17
"Nebraska","31","2019 Week 33 ending August 17, 2019","2019/33",2019,33,2019-08-17,"Renal failure","N17-N19",18
"Nebraska","31","2019 Week 34 ending August 24, 2019","2019/34",2019,34,2019-08-24,"Renal failure","N17-N19",15
"Nebraska","31","2019 Week 35 ending August 31, 2019","2019/35",2019,35,2019-08-31,"Renal failure","N17-N19",17
"Nebraska","31","2019 Week 36 ending September 07, 2019","2019/36",2019,36,2019-09-07,"Renal failure","N17-N19",20
